chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.5202020406723022,0.04584910720586777,1613.2072681070717,1412.4199469367506,2908.0291748046875,0.10701949508101852,-377.0086669921875,110.92828369140625,-31.870615005493164,6.640702247619629,-0.8315144181251526,-4.451609134674072,-0.19622337818145752,-3.7763402462005615,-5.1953959465026855,-0.6767085194587708,-0.6668374538421631,-7.442677021026611,-1.042070746421814,-0.21167783439159393,-3.513028860092163,-1.7552833557128906,-3.0297434329986572,-2.8737521171569824,-2.084186315536499,-4.006258487701416,not_covid
0.5359196662902832,0.0017672044923529029,2892.900309995463,2467.7000444953173,5074.2095947265625,0.14858443648726852,-519.298095703125,60.83320999145508,-13.686948776245117,52.1064453125,0.023676836863160133,-2.5801544189453125,16.066410064697266,-1.5136064291000366,4.108321666717529,11.038372993469238,-0.14322993159294128,-0.8972687721252441,7.246153831481934,-1.711321473121643,3.879873752593994,3.637301445007324,3.026381015777588,2.4391050338745117,2.7785067558288574,2.209200382232666,not_covid
0.4957010746002197,0.0334421843290329,3429.3454928688257,2788.6247365342106,6887.833658854167,0.2253146701388889,-282.546630859375,48.55093002319336,-15.530037879943848,12.706839561462402,4.197268009185791,-7.582499027252197,-19.33932876586914,-12.06280517578125,-16.914817810058594,13.680665016174316,0.8189352750778198,-6.072834491729736,-4.1813578605651855,0.9958034753799438,-0.5268773436546326,0.5449484586715698,-8.846841812133789,-2.9093174934387207,-1.1150060892105103,-5.921740531921387,not_covid
0.40794485807418823,0.013446356169879436,2710.6148364541123,2664.1729916584786,5778.3253987630205,0.14207628038194445,-346.92584228515625,75.7743148803711,-7.64013671875,11.369929313659668,11.364983558654785,1.8391443490982056,-7.959600448608398,-4.2627482414245605,-8.286301612854004,3.099557876586914,-2.837599754333496,5.065131187438965,-0.2843274772167206,0.9862598776817322,-2.4534199237823486,3.6917221546173096,2.3170957565307617,-2.0618882179260254,-4.779806613922119,-0.5130339860916138,not_covid
0.4139319062232971,0.059002503752708435,1545.1066442218269,1403.0700201306724,2853.6844004755435,0.1302437160326087,-340.6597595214844,104.258056640625,-32.32951736450195,-13.514756202697754,-3.1296095848083496,0.6112062335014343,-21.909948348999023,-17.68488311767578,-9.365645408630371,-5.411557197570801,-5.478337287902832,-8.156580924987793,0.8513744473457336,-5.614543437957764,-6.410961627960205,-0.9980224370956421,-1.8922128677368164,-2.4418869018554688,-3.758769989013672,-3.4923064708709717,covid
0.41112542152404785,0.06251846998929977,2568.055370120989,2120.7858469090215,4942.667643229167,0.19444670500578703,-341.9399719238281,48.369781494140625,-20.581544876098633,18.130706787109375,-16.181291580200195,26.654701232910156,-12.134271621704102,-15.391576766967773,-22.64920997619629,-10.553547859191895,-14.655623435974121,-13.17125415802002,-4.308652400970459,-12.13412094116211,-5.934215545654297,-9.484455108642578,-5.7836995124816895,-12.544062614440918,-14.754064559936523,-5.850820064544678,covid
0.4413381814956665,0.007605290971696377,2037.479020570666,2327.904940406571,4873.993716032609,0.08228600543478261,-358.4219665527344,110.15484619140625,-9.030425071716309,20.78184700012207,-17.06517791748047,21.1097354888916,-24.99085807800293,-6.3965067863464355,-11.291680335998535,-8.644540786743164,-11.399580001831055,-3.7033023834228516,-16.60492706298828,-4.377206325531006,-11.222031593322754,4.311272144317627,-15.423042297363281,-3.2103426456451416,-19.045473098754883,-4.366322994232178,covid
0.42198264598846436,0.03015718050301075,1834.686308577412,1825.5413652407135,3747.37548828125,0.109130859375,-436.97344970703125,57.273162841796875,-3.1057393550872803,9.51866340637207,-7.685440540313721,0.9128367304801941,-10.634824752807617,-7.915291786193848,-12.53258228302002,-2.9522273540496826,2.4074463844299316,-6.689238548278809,-3.5944275856018066,-6.063733100891113,0.21978223323822021,-4.865340232849121,-6.625095844268799,-4.521559715270996,-5.509893894195557,-5.99574613571167,covid
0.47391292452812195,0.07059329003095627,3029.8479946599114,1765.941227926349,4960.664993903541,0.3150232568641618,-367.4921569824219,27.239423751831055,-84.4905014038086,39.251731872558594,-19.60834312438965,18.488025665283203,-3.425346612930298,7.952758312225342,-10.133781433105469,-7.8166279792785645,2.0585339069366455,-17.144697189331055,6.450441360473633,-12.547792434692383,-4.876089572906494,-4.545379638671875,-9.70317268371582,-7.4929094314575195,-3.640456438064575,0.10029745101928711,covid
0.4139319062232971,0.059002503752708435,1545.1066442218269,1403.0700201306724,2853.6844004755435,0.1302437160326087,-340.6597595214844,104.258056640625,-32.32951736450195,-13.514756202697754,-3.1296095848083496,0.6112062335014343,-21.909948348999023,-17.68488311767578,-9.365645408630371,-5.411557197570801,-5.478337287902832,-8.156580924987793,0.8513744473457336,-5.614543437957764,-6.410961627960205,-0.9980224370956421,-1.8922128677368164,-2.4418869018554688,-3.758769989013672,-3.4923064708709717,covid
